                    STNAME                                         CTYNAME  BIRTHS2023  POPESTIMATE2023  CRUDE_BIRTHRATE_2023
2610                 Texas                                  Coleman County          94             7842             11.986738
2611                 Texas                                   Collin County       12840          1195359             10.741543
2612                 Texas                            Collingsworth County          36             2563              14.04604
2613                 Texas                                 Colorado County         294            21117             13.922432
2614                 Texas                                    Comal County        1822           193928              9.395239
2615                 Texas                                 Comanche County         186            14050             13.238434
2616                 Texas                                   Concho County          25             3297              7.582651
2617                 Texas                                    Cooke County         580            43782             13.247453
2618                 Texas                                  Coryell County        1058            84878              12.46495
2619                 Texas                                   Cottle County          10             1294              7.727975
2620                 Texas                                    Crane County          67             4574              14.64801
2621                 Texas                                 Crockett County          56             2858             19.594122
2622                 Texas                                   Crosby County          67             4917             13.626195
2623                 Texas                                Culberson County          31             2196             14.116576
2624                 Texas                                   Dallam County         191             7237             26.392151
2625                 Texas                                   Dallas County       36886          2606358             14.152315
2626                 Texas                                   Dawson County         185            12004             15.411529
2627                 Texas                               Deaf Smith County         328            18347             17.877582
2628                 Texas                                    Delta County          65             5520             11.775362
2629                 Texas                                   Denton County       11361          1007703             11.274155
2630                 Texas                                   DeWitt County         216            19929             10.838477
2631                 Texas                                  Dickens County          20             1711             11.689071
2632                 Texas                                   Dimmit County         143             8257             17.318639
2633                 Texas                                   Donley County          36             3214             11.200996
2634                 Texas                                    Duval County         147             9604             15.306122
2635                 Texas                                 Eastland County         225            18037             12.474358
2636                 Texas                                    Ector County        2987           164494             18.158717
2637                 Texas                                  Edwards County          20             1393             14.357502
2638                 Texas                                    Ellis County        2721           222829             12.211157
2639                 Texas                                  El Paso County       11089           869880             12.747735
2640                 Texas                                    Erath County         501            44195             11.336124
2641                 Texas                                    Falls County         179            17286             10.355201
2642                 Texas                                   Fannin County         365            37571               9.71494
2643                 Texas                                  Fayette County         259            25474             10.167229
2644                 Texas                                   Fisher County          28             3612              7.751938
2645                 Texas                                    Floyd County          58             5090             11.394892
2646                 Texas                                    Foard County           9             1079              8.341057
2647                 Texas                                Fort Bend County        9567           916778              10.43546
2648                 Texas                                 Franklin County         104            10735              9.687937
2649                 Texas                                Freestone County         239            20441             11.692187
2650                 Texas                                     Frio County         231            17987             12.842609
2651                 Texas                                   Gaines County         482            22523             21.400346
2652                 Texas                                Galveston County        4053           361744             11.204056
2653                 Texas                                    Garza County          53             4517             11.733451
2654                 Texas                                Gillespie County         246            27733              8.870299
2655                 Texas                                Glasscock County          14             1141             12.269939
2656                 Texas                                   Goliad County          68             7144              9.518477
2657                 Texas                                 Gonzales County         292            19930             14.651279
2658                 Texas                                     Gray County         244            20916              11.66571
2659                 Texas                                  Grayson County        1846           146907             12.565773
2660                 Texas                                    Gregg County        1744           126243             13.814627
2661                 Texas                                   Grimes County         415            32384              12.81497
2662                 Texas                                Guadalupe County        1920           188454             10.188163
2663                 Texas                                     Hale County         407            31761             12.814458
2664                 Texas                                     Hall County          31             2818              11.00071
2665                 Texas                                 Hamilton County          94             8619             10.906138
2666                 Texas                                 Hansford County          68             5071             13.409584
2667                 Texas                                 Hardeman County          46             3490             13.180516
2668                 Texas                                   Hardin County         732            58261             12.564151
2669                 Texas                                   Harris County       65450          4835125             13.536362
2670                 Texas                                 Harrison County         883            70895             12.455039
2671                 Texas                                  Hartley County          74             5145             14.382896
2672                 Texas                                  Haskell County          47             5385              8.727948
2673                 Texas                                     Hays County        3072           280486             10.952418
2674                 Texas                                 Hemphill County          37             3189             11.602383
2675                 Texas                                Henderson County         964            86158             11.188746
2676                 Texas                                  Hidalgo County       13671           898471              15.21585
2677                 Texas                                     Hill County         468            38101             12.283142
2678                 Texas                                  Hockley County         284            21460             13.233924
2679                 Texas                                     Hood County         691            67774              10.19565
2680                 Texas                                  Hopkins County         480            38172             12.574662
2681                 Texas                                  Houston County         269            22066             12.190701
2682                 Texas                                   Howard County         376            30554             12.306081
2683                 Texas                                 Hudspeth County          32             3451              9.272675
2684                 Texas                                     Hunt County        1397           113347             12.324984
2685                 Texas                               Hutchinson County         237            20033              11.83048
2686                 Texas                                    Irion County          21             1549             13.557134
2687                 Texas                                     Jack County          93             8875             10.478873
2688                 Texas                                  Jackson County         243            15221             15.964785
2689                 Texas                                   Jasper County         418            32694             12.785221
2690                 Texas                               Jeff Davis County          12             1856              6.465517
2691                 Texas                                Jefferson County        3260           251496             12.962433
2692                 Texas                                 Jim Hogg County          80             4720             16.949153
2693                 Texas                                Jim Wells County         506            38662             13.087786
2694                 Texas                                  Johnson County        2454           202906              12.09427
2695                 Texas                                    Jones County         163            20381              7.997645
2696                 Texas                                   Karnes County         158            15018             10.520708
2697                 Texas                                  Kaufman County        2412           185690             12.989391
2698                 Texas                                  Kendall County         455            50537              9.003305
2699                 Texas                                   Kenedy County           2              343              5.830904
2700                 Texas                                     Kent County           9              734              12.26158
2701                 Texas                                     Kerr County         509            53915              9.440786
2702                 Texas                                   Kimble County          39             4442              8.779829
2703                 Texas                                     King County           2              217               9.21659
2704                 Texas                                   Kinney County          28             3148              8.894536
2705                 Texas                                  Kleberg County         364            30069             12.105491
2706                 Texas                                     Knox County          40             3302              12.11387
2707                 Texas                                    Lamar County         708            51127             13.847869
2708                 Texas                                     Lamb County         169            12711             13.295571
2709                 Texas                                 Lampasas County         213            23262              9.156564
2710                 Texas                                 La Salle County          77             6537             11.779104
2711                 Texas                                   Lavaca County         252            20571             12.250255
2712                 Texas                                      Lee County         204            18240             11.184211
2713                 Texas                                     Leon County         189            16538             11.428226
2714                 Texas                                  Liberty County        1415           108272             13.068937
2715                 Texas                                Limestone County         260            22250             11.685393
2716                 Texas                                 Lipscomb County          40             2906             13.764625
2717                 Texas                                 Live Oak County          94            11584              8.114641
2718                 Texas                                    Llano County         229            22875             10.010929
2719                 Texas                                   Loving County           0               43                   0.0
2720                 Texas                                  Lubbock County        4122           320940             12.843522
2721                 Texas                                     Lynn County          84             5761             14.580802
2722                 Texas                                McCulloch County          72             7452              9.661836
2723                 Texas                                 McLennan County        3619           268583             13.474419
2724                 Texas                                 McMullen County           5              568              8.802817
2725                 Texas                                  Madison County         190            13742             13.826226
2726                 Texas                                   Marion County          93             9571              9.716853
2727                 Texas                                   Martin County          79             5216             15.145706
2728                 Texas                                    Mason County          34             3931              8.649199
2729                 Texas                                Matagorda County         557            36359             15.319453
2730                 Texas                                 Maverick County         978            57762             16.931547
2731                 Texas                                   Medina County         628            54797             11.460481
2732                 Texas                                   Menard County          18             1958              9.193054
2733                 Texas                                  Midland County        3029           177108             17.102559
2734                 Texas                                    Milam County         302            25951             11.637316
2735                 Texas                                    Mills County          44             4548              9.674582
2736                 Texas                                 Mitchell County          72             9075              7.933884
2737                 Texas                                 Montague County         210            21598              9.723123
2738                 Texas                               Montgomery County        8570           711354             12.047448
2739                 Texas                                    Moore County         441            21190             20.811704
2740                 Texas                                   Morris County         123            12066             10.193933
2741                 Texas                                   Motley County          13             1020             12.745098
2742                 Texas                              Nacogdoches County         888            65375             13.583174
2743                 Texas                                  Navarro County         757            55635             13.606543
2744                 Texas                                   Newton County         116            12039              9.635352
2745                 Texas                                    Nolan County         178            14306             12.442332
2746                 Texas                                   Nueces County        4500           352289             12.773603
2747                 Texas                                Ochiltree County         145             9704             14.942292
2748                 Texas                                   Oldham County          25             1783             14.021312
2749                 Texas                                   Orange County        1132            85722             13.205478
2750                 Texas                               Palo Pinto County         360            29747             12.102061
2751                 Texas                                   Panola County         281            22838             12.304055
2752                 Texas                                   Parker County        1868           173494             10.766943
2753                 Texas                                   Parmer County         164             9617             17.053135
2754                 Texas                                    Pecos County         189            14623             12.924844
2755                 Texas                                     Polk County         579            54186             10.685417
2756                 Texas                                   Potter County        1692           114647             14.758345
2757                 Texas                                 Presidio County          90             5795              15.53063
2758                 Texas                                    Rains County         111            12986              8.547667
2759                 Texas                                  Randall County        1852           148255              12.49199
2760                 Texas                                   Reagan County          47             3141             14.963387
2761                 Texas                                     Real County          31             2854             10.861948
2762                 Texas                                Red River County         140            11678             11.988354
2763                 Texas                                   Reeves County         187            11770              15.88785
2764                 Texas                                  Refugio County          54             6666               8.10081
2765                 Texas                                  Roberts County          14              840             16.666667
2766                 Texas                                Robertson County         211            17267             12.219841
2767                 Texas                                 Rockwall County        1367           131307             10.410717
2768                 Texas                                  Runnels County         122             9868             12.363194
2769                 Texas                                     Rusk County         534            53079             10.060476
2770                 Texas                                   Sabine County         108            10106             10.686721
2771                 Texas                            San Augustine County          90             7833             11.489851
2772                 Texas                              San Jacinto County         307            28936             10.609621
2773                 Texas                             San Patricio County         936            70660             13.246533
2774                 Texas                                 San Saba County          54             5845              9.238666
2775                 Texas                               Schleicher County          39             2391             16.311167
2776                 Texas                                   Scurry County         201            16212             12.398224
2777                 Texas                              Shackelford County          33             3229             10.219882
2778                 Texas                                   Shelby County         398            24179             16.460565
2779                 Texas                                  Sherman County          45             2678             16.803585
2780                 Texas                                    Smith County        3049           245209             12.434291
2781                 Texas                                Somervell County         103             9888             10.416667
2782                 Texas                                    Starr County        1100            65934              16.68335
2783                 Texas                                 Stephens County          89             9343              9.525848
2784                 Texas                                 Sterling County          33             1397             23.622047
2785                 Texas                                Stonewall County          10             1218              8.210181
2786                 Texas                                   Sutton County          37             3221             11.487116
2787                 Texas                                  Swisher County          83             6955             11.933861
2788                 Texas                                  Tarrant County       28006          2182947             12.829446
2789                 Texas                                   Taylor County        2015           146836             13.722793
2790                 Texas                                  Terrell County           5              687               7.27802
2791                 Texas                                    Terry County         178            11547             15.415259
2792                 Texas                             Throckmorton County          13             1526              8.519004
2793                 Texas                                    Titus County         479            31357             15.275696
2794                 Texas                                Tom Green County        1516           119057             12.733397
2795                 Texas                                   Travis County       16289          1334961             12.201855
2796                 Texas                                  Trinity County         147            14228              10.33174
2797                 Texas                                    Tyler County         210            20382             10.303209
2798                 Texas                                   Upshur County         496            43281             11.459994
2799                 Texas                                    Upton County          27             3109              8.684464
2800                 Texas                                   Uvalde County         407            24960              16.30609
2801                 Texas                                Val Verde County         829            47720             17.372171
2802                 Texas                                Van Zandt County         655            64000             10.234375
2803                 Texas                                 Victoria County        1299            91664             14.171321
2804                 Texas                                   Walker County         697            81268              8.576562
2805                 Texas                                   Waller County         761            63553             11.974258
2806                 Texas                                     Ward County         173            10966             15.776035
2807                 Texas                               Washington County         381            37007              10.29535
2808                 Texas                                     Webb County        4420           269148             16.422192
2809                 Texas                                  Wharton County         555            41739             13.296917
2810                 Texas                                  Wheeler County          64             4804             13.322231
2811                 Texas                                  Wichita County        1742           130180             13.381472
2812                 Texas                                Wilbarger County         184            12522             14.694138
2813                 Texas                                  Willacy County         245            20037             12.227379
2814                 Texas                               Williamson County        8043           697191             11.536293
2815                 Texas                                   Wilson County         592            54183             10.925936
2816                 Texas                                  Winkler County         127             7414             17.129755
2817                 Texas                                     Wise County         915            78097             11.716199
2818                 Texas                                     Wood County         416            47921              8.680954
2819                 Texas                                   Yoakum County         132             7468             17.675415
2820                 Texas                                    Young County         237            18124             13.076584
2821                 Texas                                   Zapata County         209            13736             15.215492
2822                 Texas                                   Zavala County         169             9312             18.148625
2823                  Utah                                            Utah       45965          3417734             13.448969
2824                  Utah                                   Beaver County         106             7233             14.655053
2825                  Utah                                Box Elder County         831            62684             13.256971
2826                  Utah                                    Cache County        2122           142393             14.902418
2827                  Utah                                   Carbon County         226            20609             10.966083
2828                  Utah                                  Daggett County          10              992             10.080645
2829                  Utah                                    Davis County        4769           373207             12.778431
2830                  Utah                                 Duchesne County         281            20477             13.722713
2831                  Utah                                    Emery County         124            10144             12.223975
2832                  Utah                                 Garfield County          58             5314             10.914565
2833                  Utah                                    Grand County          98             9706             10.096847
2834                  Utah                                     Iron County         823            64211             12.817119
2835                  Utah                                     Juab County         201            13023             15.434232
2836                  Utah                                     Kane County          93             8425             11.038576
2837                  Utah                                  Millard County         180            13437             13.395847
2838                  Utah                                   Morgan County         139            13000             10.692308
2839                  Utah                                    Piute County          18             1550             11.612903
2840                  Utah                                     Rich County          28             2670             10.486891
2841                  Utah                                Salt Lake County       14841          1185813             12.515464
2842                  Utah                                 San Juan County         185            14358             12.884803
2843                  Utah                                  Sanpete County         382            30277             12.616838
2844                  Utah                                   Sevier County         284            22344             12.710347
2845                  Utah                                   Summit County         418            42759               9.77572
2846                  Utah                                   Tooele County        1070            82051              13.04067
2847                  Utah                                   Uintah County         497            37747             13.166609
2848                  Utah                                     Utah County       11955           719174             16.623237
2849                  Utah                                  Wasatch County         383            37144             10.311221
2850                  Utah                               Washington County        2298           202452             11.350839
2851                  Utah                                    Wayne County          32             2614             12.241775
2852                  Utah                                    Weber County        3513           271926             12.918956
2853               Vermont                                         Vermont        5072           647464               7.83364
2854               Vermont                                  Addison County         289            37720              7.661718
2855               Vermont                               Bennington County         263            37183              7.073125
2856               Vermont                                Caledonia County         239            30610              7.807906
2857               Vermont                               Chittenden County        1334           169481              7.871089
2858               Vermont                                    Essex County          56             6010              9.317804
2859               Vermont                                 Franklin County         524            50994             10.275719
2860               Vermont                               Grand Isle County          62             7467              8.303201
2861               Vermont                                 Lamoille County         208            26060              7.981581
2862               Vermont                                   Orange County         248            29943              8.282403
2863               Vermont                                  Orleans County         208            27516              7.559238
2864               Vermont                                  Rutland County         444            60271              7.366727
2865               Vermont                               Washington County         443            60142              7.365901
2866               Vermont                                  Windham County         336            45966              7.309751
2867               Vermont                                  Windsor County         418            58101              7.194368
2868              Virginia                                        Virginia       95669          8715698             10.976631
2869              Virginia                                 Accomack County         359            33239             10.800566
2870              Virginia                                Albemarle County        1047           115676              9.051143
2871              Virginia                                Alleghany County          79            14595              5.412813
2872              Virginia                                   Amelia County         123            13480              9.124629
2873              Virginia                                  Amherst County         275            31396              8.759078
2874              Virginia                               Appomattox County         190            16864             11.266603
2875              Virginia                                Arlington County        2601           234162             11.107695
2876              Virginia                                  Augusta County         521            78247              6.658402
2877              Virginia                                     Bath County          43             4051             10.614663
2878              Virginia                                  Bedford County         644            81525              7.899417
2879              Virginia                                    Bland County          32             6179              5.178832
2880              Virginia                                Botetourt County         263            34125               7.70696
2881              Virginia                                Brunswick County         118            15749              7.492539
2882              Virginia                                 Buchanan County         181            19087              9.482894
2883              Virginia                               Buckingham County         133            16978              7.833667
2884              Virginia                                 Campbell County         375            55270              6.784874
2885              Virginia                                 Caroline County         354            32640             10.845588
2886              Virginia                                  Carroll County         269            29239              9.200041
2887              Virginia                             Charles City County          37             6610              5.597579
2888              Virginia                                Charlotte County         146            11336             12.879323
2889              Virginia                             Chesterfield County        4144           383876             10.795153
2890              Virginia                                   Clarke County         159            15466             10.280616
2891              Virginia                                    Craig County          45             4843              9.291761
2892              Virginia                                 Culpeper County         664            54973             12.078657
2893              Virginia                               Cumberland County          84             9878              8.503746
2894              Virginia                                Dickenson County         120            13640              8.797654
2895              Virginia                                Dinwiddie County         182            28343              6.421339
2896              Virginia                                    Essex County         113            10598             10.662389
2897              Virginia                                  Fairfax County       12496          1141878             10.943376
2898              Virginia                                 Fauquier County         742            75165              9.871616
2899              Virginia                                    Floyd County         111            15679              7.079533
2900              Virginia                                 Fluvanna County         259            28462              9.099852
2901              Virginia                                 Franklin County         509            55549              9.163081
2902              Virginia                                Frederick County         902            95994              9.396421
2903              Virginia                                    Giles County         150            16457              9.114662
2904              Virginia                               Gloucester County         369            40057              9.211873
2905              Virginia                                Goochland County         211            27197              7.758209
2906              Virginia                                  Grayson County         119            15285              7.785411
2907              Virginia                                   Greene County         237            21301             11.126238
2908              Virginia                              Greensville County          96            11133              8.623013
2909              Virginia                                  Halifax County         332            33432              9.930605
2910              Virginia                                  Hanover County        1066           114148              9.338753
2911              Virginia                                  Henrico County        3690           334760             11.022822
2912              Virginia                                    Henry County         393            49702              7.907126
2913              Virginia                                 Highland County          18             2339              7.695596
2914              Virginia                            Isle of Wight County         408            40711             10.021861
2915              Virginia                               James City County         822            82654              9.945072
2916              Virginia                           King and Queen County          47             6720              6.994048
2917              Virginia                              King George County         321            28568             11.236348
2918              Virginia                             King William County         245            19030             12.874409
2919              Virginia                                Lancaster County          73            10859              6.722534
2920              Virginia                                      Lee County         173            21745              7.955852
2921              Virginia                                  Loudoun County        4924           436347             11.284597
2922              Virginia                                   Louisa County         416            41037             10.137193
2923              Virginia                                Lunenburg County         115            12038              9.553082
2924              Virginia                                  Madison County         128            14128              9.060023
2925              Virginia                                  Mathews County          63             8514              7.399577
2926              Virginia                              Mecklenburg County         301            30648              9.821196
2927              Virginia                                Middlesex County          90            10924               8.23874
2928              Virginia                               Montgomery County         634            98666              6.425719
2929              Virginia                                   Nelson County         166            14705             11.288677
2930              Virginia                                 New Kent County         253            26134              9.680875
2931              Virginia                              Northampton County         114            12021              9.483404
2932              Virginia                           Northumberland County          85            12391              6.859818
2933              Virginia                                 Nottoway County         169            15566             10.856996
2934              Virginia                                   Orange County         438            38574             11.354799
2935              Virginia                                     Page County         213            23741              8.971821
2936              Virginia                                  Patrick County         160            17509              9.138158
2937              Virginia                             Pittsylvania County         406            59571              6.815397
2938              Virginia                                 Powhatan County         285            32105              8.877122
2939              Virginia                            Prince Edward County         207            22049              9.388181
2940              Virginia                            Prince George County         369            42871              8.607217
2941              Virginia                           Prince William County        6230           489640             12.723634
2942              Virginia                                  Pulaski County         296            33655              8.795127
2943              Virginia                             Rappahannock County          35             7414              4.720798
2944              Virginia                                 Richmond County          93             9184             10.126307
2945              Virginia                                  Roanoke County         700            97026              7.214561
2946              Virginia                               Rockbridge County          98            22358              4.383219
2947              Virginia                               Rockingham County         917            86568             10.592829
2948              Virginia                                  Russell County         265            25477             10.401539
2949              Virginia                                    Scott County         178            21433               8.30495
2950              Virginia                               Shenandoah County         472            45228             10.436013
2951              Virginia                                    Smyth County         280            29216               9.58379
2952              Virginia                              Southampton County         108            17975              6.008345
2953              Virginia                             Spotsylvania County        1569           149588             10.488809
2954              Virginia                                 Stafford County        1772           165428             10.711609
2955              Virginia                                    Surry County          68             6593             10.313969
2956              Virginia                                   Sussex County          85            10757              7.901831
2957              Virginia                                 Tazewell County         242            39120              6.186094
2958              Virginia                                   Warren County         451            41843             10.778386
2959              Virginia                               Washington County         453            54050              8.381129
2960              Virginia                             Westmoreland County         170            19013              8.941251
2961              Virginia                                     Wise County         353            35174             10.035822
2962              Virginia                                    Wythe County         282            28104             10.034159
2963              Virginia                                     York County         604            70952              8.512797
2964              Virginia                                 Alexandria city        2284           155230             14.713651
2965              Virginia                                    Bristol city         185            16807             11.007318
2966              Virginia                                Buena Vista city          79             6566             12.031678
2967              Virginia                            Charlottesville city         575            44983             12.782607
